ID Rejsu,ID Okrętu,Nazwa Okrętu,Miejsce Zdarzenia,Rodzaj Zdarzenia,Uszkodzenia
200,10,Pomarańczowy Węgorz,N11,Piraci,15%
201,5,Srebrny Pstrąg,H15,Mielizna,4%
201,5,Srebrny Pstrąg,E15,Harpie,0%
201,5,Srebrny Pstrąg,E15,Rekiny,10%
201,5,Srebrny Pstrąg,D15,Kraken,20%
202,82,Zielony Łosoś,K4,Harpie,0%
202,82,Zielony Łosoś,N2,Sztorm,4%
203,16,Biały Tuńczyk,G7,Harpie,0%
203,16,Biały Tuńczyk,G7,Kraken,14%
203,16,Biały Tuńczyk,G8,Rekiny,4%
203,16,Biały Tuńczyk,G9,Kraken,14%
205,62,Pomarańczowy Morszczuk,H4,Harpie,0%
205,62,Pomarańczowy Morszczuk,I2,Mielizna,4%
205,62,Pomarańczowy Morszczuk,I2,Rekiny,4%
206,2,Czarny Jesiotr,G8,Sztorm,0%
206,2,Czarny Jesiotr,G9,Piraci,0%
206,2,Czarny Jesiotr,G9,Kraken,20%
206,2,Czarny Jesiotr,G8,Sztorm,10%
206,2,Czarny Jesiotr,H7,Kraken,15%
206,2,Czarny Jesiotr,H5,Harpie,0%
207,63,Brązowy Łosoś,P10,Harpie,10%
207,63,Brązowy Łosoś,Q9,Mielizna,20%
207,63,Brązowy Łosoś,Q8,Mielizna,44%
207,63,Brązowy Łosoś,Q8,Mielizna,7%
207,63,Brązowy Łosoś,Q9,Mielizna,17%
208,84,Barwny Śledź,J12,Sztorm,20%
208,84,Barwny Śledź,J11,Harpie,0%
208,84,Barwny Śledź,I10,Mielizna,35%
209,18,Szary Pstrąg,I15,Harpie,15%
209,18,Szary Pstrąg,I15,Harpie,15%
210,78,Pomarańczowy Mintaj,L13,Harpie,0%
211,34,Srebrny Szczupak,K13,Harpie,0%
211,34,Srebrny Szczupak,N11,Piraci,0%
212,89,Czerwony Sandacz,N2,Harpie,0%
212,89,Czerwony Sandacz,K4,Kraken,15%
212,89,Czerwony Sandacz,J4,Sztorm,10%
213,12,Barwny Szczupak,Q6,Kraken,40%
213,12,Barwny Szczupak,Q6,Rekiny,0%
213,12,Barwny Szczupak,Q7,Rekiny,4%
216,28,Niebieski Jesiotr,I4,Harpie,15%
218,86,Zielony Węgorz,O10,Harpie,4%
218,86,Zielony Węgorz,N10,Harpie,0%
218,86,Zielony Węgorz,O11,Sztorm,4%
219,88,Barwny Szprot,Q10,Piraci,75%
219,88,Barwny Szprot,Q10,Harpie,0%
219,88,Barwny Szprot,Q10,Sztorm,5%
219,88,Barwny Szprot,Q9,Mielizna,10%
220,90,Turkusowy Śledź,I13,Góra lodowa,10%
220,90,Turkusowy Śledź,G8,Kraken,30%
220,90,Turkusowy Śledź,G8,Rekiny,10%
220,90,Turkusowy Śledź,H7,Kraken,30%
220,90,Turkusowy Śledź,H7,Sztorm,5%
220,90,Turkusowy Śledź,H6,Sztorm,10%
222,91,Czarny Śledź,L2,Mielizna,15%
222,91,Czarny Śledź,L2,Sztorm,50%
222,91,Czarny Śledź,N2,Rekiny,0%
223,14,Barwny Łosoś,H4,Piraci,85%
224,85,Purpurowy Halibut,I3,Harpie,0%
224,85,Purpurowy Halibut,J3,Rekiny,7%
224,85,Purpurowy Halibut,I3,Rekiny,4%
226,20,Brunatny Karp,H5,Sztorm,0%
228,7,Brunatny Leszcz,R13,Harpie,10%
229,46,Zielony Halibut,Q7,Piraci,70%
229,46,Zielony Halibut,Q7,Harpie,0%
229,46,Zielony Halibut,R5,Sztorm,10%
230,77,Tęczowy Tuńczyk,I10,Ogień,5%
230,77,Tęczowy Tuńczyk,I9,Mielizna,30%
230,77,Tęczowy Tuńczyk,I8,Mielizna,30%
231,25,Biały Szczupak,L12,Rekiny,10%
231,25,Biały Szczupak,L12,Sztorm,10%
231,25,Biały Szczupak,K12,Syreny,10%
231,25,Biały Szczupak,J12,Syreny,0%
234,15,Tęczowy Łosoś,O2,Harpie,7%
234,15,Tęczowy Łosoś,O3,Harpie,7%
234,15,Tęczowy Łosoś,O5,Harpie,4%
234,15,Tęczowy Łosoś,O5,Sztorm,14%
234,15,Tęczowy Łosoś,N7,Harpie,0%
234,15,Tęczowy Łosoś,N7,Mielizna,7%
234,15,Tęczowy Łosoś,L9,Rekiny,4%
234,15,Tęczowy Łosoś,J12,Rekiny,0%
234,15,Tęczowy Łosoś,J13,Syreny,0%
235,96,Brunatny Szprot,H4,Rekiny,0%
235,96,Brunatny Szprot,J5,Piraci,0%
235,96,Brunatny Szprot,K6,Harpie,0%
235,96,Brunatny Szprot,L7,Piraci,14%
235,96,Brunatny Szprot,M8,Piraci,64%
235,96,Brunatny Szprot,M8,Sztorm,17%
235,96,Brunatny Szprot,N10,Mielizna,4%
236,37,Niebieski Węgorz,H5,Harpie,0%
236,37,Niebieski Węgorz,J6,Kraken,20%
236,37,Niebieski Węgorz,L10,Rekiny,4%
236,37,Niebieski Węgorz,M10,Rekiny,4%
236,37,Niebieski Węgorz,M10,Sztorm,0%
239,57,Tęczowy Szczupak,Q9,Piraci,0%
239,57,Tęczowy Szczupak,Q9,Harpie,10%
239,57,Tęczowy Szczupak,Q9,Mielizna,34%
239,57,Tęczowy Szczupak,Q8,Harpie,14%
239,57,Tęczowy Szczupak,Q8,Mielizna,20%
239,57,Tęczowy Szczupak,Q6,Kraken,14%
240,83,Kolorowy Karp,S12,Sztorm,15%
241,23,Czerwony Karp,G8,Kraken,20%
241,23,Czerwony Karp,G8,Sztorm,10%
241,23,Czerwony Karp,G7,Kraken,20%
242,69,Kolorowy Leszcz,J13,Piraci,0%
243,92,Srebrny Śledź,L4,Rekiny,5%
245,97,Brązowy Pstrąg,P4,Mielizna,14%
245,97,Brązowy Pstrąg,P5,Piraci,20%
245,97,Brązowy Pstrąg,P5,Mielizna,14%
245,97,Brązowy Pstrąg,O5,Piraci,0%
245,97,Brązowy Pstrąg,N6,Piraci,27%
245,97,Brązowy Pstrąg,N6,Harpie,0%
245,97,Brązowy Pstrąg,N7,Mielizna,17%
245,97,Brązowy Pstrąg,M9,Rekiny,0%
245,97,Brązowy Pstrąg,K10,Rekiny,0%
245,97,Brązowy Pstrąg,J13,Syreny,0%
245,97,Brązowy Pstrąg,J13,Rekiny,0%
246,95,Zielony Mintaj,J3,Sztorm,10%
247,52,Niebieski Okoń,G7,Kraken,54%
247,52,Niebieski Okoń,G10,Kraken,14%
247,52,Niebieski Okoń,H11,Kraken,4%
247,52,Niebieski Okoń,H11,Sztorm,7%
248,29,Zielony Szprot,J4,Kraken,67%
248,29,Zielony Szprot,L3,Sztorm,4%
248,29,Zielony Szprot,N3,Rekiny,10%
248,29,Zielony Szprot,O3,Harpie,7%
251,40,Biały Sandacz,N10,Mielizna,15%
251,40,Biały Sandacz,K7,Smok,5%
251,40,Biały Sandacz,H6,Rekiny,0%
252,32,Srebrny Szprot,Q9,Harpie,4%
252,32,Srebrny Szprot,O6,Harpie,7%
252,32,Srebrny Szprot,P4,Harpie,0%
252,32,Srebrny Szprot,P4,Mielizna,4%
252,32,Srebrny Szprot,Q3,Sztorm,17%
254,81,Złoty Sandacz,O13,Kraken,10%
254,81,Złoty Sandacz,M13,Góra lodowa,20%
254,81,Złoty Sandacz,M13,Rekiny,5%
254,81,Złoty Sandacz,L13,Mielizna,10%
254,81,Złoty Sandacz,J14,Harpie,0%
256,60,Pomarańczowy Sandacz,P6,Sztorm,15%
257,2,Czarny Jesiotr,I4,Harpie,0%
257,2,Czarny Jesiotr,J5,Piraci,0%
257,2,Czarny Jesiotr,J6,Kraken,10%
259,78,Pomarańczowy Mintaj,J16,Piraci,75%
260,18,Szary Pstrąg,J13,Harpie,0%
261,49,Barwny Jesiotr,Q3,Rekiny,7%
261,49,Barwny Jesiotr,Q6,Kraken,54%
261,49,Barwny Jesiotr,P8,Mielizna,10%
261,49,Barwny Jesiotr,P8,Sztorm,4%
261,49,Barwny Jesiotr,Q5,Harpie,4%
262,79,Tęczowy Sandacz,L4,Kraken,0%
262,79,Tęczowy Sandacz,L4,Sztorm,14%
262,79,Tęczowy Sandacz,M5,Rekiny,0%
263,62,Pomarańczowy Morszczuk,F4,Piraci,0%
263,62,Pomarańczowy Morszczuk,D4,Mielizna,10%
263,62,Pomarańczowy Morszczuk,C4,Harpie,4%
263,62,Pomarańczowy Morszczuk,C4,Sztorm,10%
265,89,Czerwony Sandacz,E8,Harpie,0%
265,89,Czerwony Sandacz,E8,Kraken,30%
265,89,Czerwony Sandacz,G5,Rekiny,5%
268,61,Brązowy Leszcz,O12,Harpie,10%
268,61,Brązowy Leszcz,N12,Kraken,50%
268,61,Brązowy Leszcz,N12,Rekiny,5%
268,61,Brązowy Leszcz,K13,Harpie,10%
271,84,Barwny Śledź,I13,Harpie,5%
271,84,Barwny Śledź,I12,Góra lodowa,25%
271,84,Barwny Śledź,I12,Sztorm,25%
271,84,Barwny Śledź,I9,Harpie,5%
272,101,Kolorowy Halibut,J13,Rekiny,0%
272,101,Kolorowy Halibut,J13,Sztorm,0%
272,101,Kolorowy Halibut,I12,Harpie,4%
272,101,Kolorowy Halibut,I10,Piraci,27%
272,101,Kolorowy Halibut,I9,Harpie,0%
272,101,Kolorowy Halibut,I9,Mielizna,20%
273,12,Barwny Szczupak,K4,Sztorm,0%
274,104,Brązowy Jesiotr,P4,Harpie,0%
274,104,Brązowy Jesiotr,O6,Piraci,60%
274,104,Brązowy Jesiotr,O6,Sztorm,17%
274,104,Brązowy Jesiotr,J13,Rekiny,10%
280,10,Pomarańczowy Węgorz,P10,Harpie,0%
280,10,Pomarańczowy Węgorz,P10,Góra lodowa,10%
282,7,Brunatny Leszcz,Q13,Sztorm,30%
285,91,Czarny Śledź,N4,Mielizna,5%
285,91,Czarny Śledź,M4,Rekiny,5%
285,91,Czarny Śledź,K4,Rekiny,10%
285,91,Czarny Śledź,K4,Sztorm,20%
285,91,Czarny Śledź,J4,Ogień,10%
286,33,Niebieski Śledź,Q3,Sztorm,15%
287,59,Złoty Szczupak,Q4,Piraci,0%
287,59,Złoty Szczupak,Q4,Sztorm,15%
287,59,Złoty Szczupak,Q5,Harpie,15%
288,110,Brunatny Węgorz,G5,Sztorm,17%
288,110,Brunatny Węgorz,F8,Harpie,4%
288,110,Brunatny Węgorz,F8,Kraken,14%
288,110,Brunatny Węgorz,E8,Kraken,54%
289,100,Czarny Szprot,R13,Rekiny,4%
289,100,Czarny Szprot,R13,Smok,10%
289,100,Czarny Szprot,R14,Piraci,24%
289,100,Czarny Szprot,S16,Piraci,0%
289,100,Czarny Szprot,R14,Harpie,0%
290,15,Tęczowy Łosoś,K13,Harpie,7%
290,15,Tęczowy Łosoś,L13,Harpie,4%
290,15,Tęczowy Łosoś,M11,Góra lodowa,17%
290,15,Tęczowy Łosoś,N11,Sztorm,10%
290,15,Tęczowy Łosoś,P11,Sztorm,0%
291,51,Szary Węgorz,J14,Harpie,7%
291,51,Szary Węgorz,L11,Kraken,0%
291,51,Szary Węgorz,L11,Góra lodowa,4%
291,51,Szary Węgorz,L11,Rekiny,0%
291,51,Szary Węgorz,M11,Góra lodowa,4%
292,108,Biały Węgorz,I13,Harpie,4%
292,108,Biały Węgorz,H12,Harpie,14%
292,108,Biały Węgorz,H12,Góra lodowa,4%
292,108,Biały Węgorz,H11,Harpie,14%
292,108,Biały Węgorz,H11,Góra lodowa,10%
292,108,Biały Węgorz,G8,Sztorm,0%
292,108,Biały Węgorz,H7,Góra lodowa,14%
293,69,Kolorowy Leszcz,H13,Rekiny,5%
293,69,Kolorowy Leszcz,G13,Harpie,0%
293,69,Kolorowy Leszcz,F13,Sztorm,0%
294,57,Tęczowy Szczupak,Q4,Harpie,4%
294,57,Tęczowy Szczupak,R7,Góra lodowa,17%
294,57,Tęczowy Szczupak,Q8,Mielizna,14%
294,57,Tęczowy Szczupak,Q9,Mielizna,14%
295,105,Brunatny Szczupak,Q3,Harpie,0%
295,105,Brunatny Szczupak,Q4,Rekiny,0%
295,105,Brunatny Szczupak,Q6,Rekiny,0%
295,105,Brunatny Szczupak,Q10,Rekiny,10%
296,32,Srebrny Szprot,L3,Piraci,20%
296,32,Srebrny Szprot,J4,Piraci,0%
298,14,Barwny Łosoś,G5,Harpie,0%
298,14,Barwny Łosoś,F5,Sztorm,15%
298,14,Barwny Łosoś,E5,Góra lodowa,10%
298,14,Barwny Łosoś,C5,Piraci,30%
299,40,Biały Sandacz,H4,Piraci,15%
299,40,Biały Sandacz,I4,Sztorm,30%
299,40,Biały Sandacz,N2,Rekiny,15%
300,96,Brunatny Szprot,M11,Kraken,10%
300,96,Brunatny Szprot,M11,Rekiny,4%
300,96,Brunatny Szprot,N11,Góra lodowa,14%
301,37,Niebieski Węgorz,N10,Mielizna,4%
301,37,Niebieski Węgorz,M9,Rekiny,0%
301,37,Niebieski Węgorz,M9,Sztorm,10%
301,37,Niebieski Węgorz,M10,Ogień,7%
301,37,Niebieski Węgorz,N10,Piraci,17%
301,37,Niebieski Węgorz,P11,Harpie,0%
301,37,Niebieski Węgorz,P11,Rekiny,4%
302,113,Fioletowy Pstrąg,G15,Mielizna,10%
303,88,Barwny Szprot,Q4,Rekiny,5%
303,88,Barwny Szprot,Q3,Rekiny,0%
304,77,Tęczowy Tuńczyk,J3,Harpie,0%
304,77,Tęczowy Tuńczyk,K2,Piraci,0%
304,77,Tęczowy Tuńczyk,K2,Mielizna,40%
304,77,Tęczowy Tuńczyk,L2,Piraci,20%
304,77,Tęczowy Tuńczyk,L2,Mielizna,10%
305,85,Purpurowy Halibut,H4,Sztorm,0%
305,85,Purpurowy Halibut,I4,Harpie,0%
305,85,Purpurowy Halibut,J4,Rekiny,0%
305,85,Purpurowy Halibut,N2,Piraci,30%
306,102,Czerwony Mintaj,H5,Rekiny,7%
306,102,Czerwony Mintaj,G6,Piraci,44%
306,102,Czerwony Mintaj,G6,Harpie,0%
306,102,Czerwony Mintaj,H9,Rekiny,4%
306,102,Czerwony Mintaj,H10,Rekiny,4%
306,102,Czerwony Mintaj,H12,Góra lodowa,4%
307,2,Czarny Jesiotr,P12,Sztorm,5%
307,2,Czarny Jesiotr,N13,Harpie,0%
307,2,Czarny Jesiotr,M13,Rekiny,5%
307,2,Czarny Jesiotr,K14,Piraci,20%
307,2,Czarny Jesiotr,K14,Mielizna,10%
307,2,Czarny Jesiotr,J14,Sztorm,20%
308,111,Pomarańczowy Szprot,N10,Góra lodowa,4%
308,111,Pomarańczowy Szprot,M10,Harpie,10%
308,111,Pomarańczowy Szprot,M10,Rekiny,4%
308,111,Pomarańczowy Szprot,M10,Sztorm,0%
308,111,Pomarańczowy Szprot,M11,Kraken,20%
308,111,Pomarańczowy Szprot,P11,Sztorm,7%
309,60,Pomarańczowy Sandacz,P11,Harpie,20%
309,60,Pomarańczowy Sandacz,P11,Rekiny,10%
309,60,Pomarańczowy Sandacz,O12,Harpie,5%
309,60,Pomarańczowy Sandacz,N12,Kraken,10%
309,60,Pomarańczowy Sandacz,K13,Harpie,0%
310,52,Niebieski Okoń,K13,Rekiny,0%
311,97,Brązowy Pstrąg,I13,Harpie,7%
311,97,Brązowy Pstrąg,H13,Harpie,0%
311,97,Brązowy Pstrąg,H13,Mielizna,7%
311,97,Brązowy Pstrąg,F13,Piraci,37%
311,97,Brązowy Pstrąg,G13,Sztorm,4%
311,97,Brązowy Pstrąg,I13,Smok,0%
312,81,Złoty Sandacz,J13,Piraci,45%
312,81,Złoty Sandacz,J11,Harpie,5%
312,81,Złoty Sandacz,K9,Piraci,10%
312,81,Złoty Sandacz,J12,Harpie,0%
313,78,Pomarańczowy Mintaj,I15,Piraci,15%
314,79,Tęczowy Sandacz,L3,Sztorm,0%
314,79,Tęczowy Sandacz,J4,Kraken,20%
314,79,Tęczowy Sandacz,I4,Harpie,7%
315,114,Pomarańczowy Szczupak,O2,Sztorm,15%
315,114,Pomarańczowy Szczupak,O3,Mielizna,5%
315,114,Pomarańczowy Szczupak,N4,Smok,75%
316,84,Barwny Śledź,H5,Harpie,0%
316,84,Barwny Śledź,H6,Rekiny,0%
317,83,Kolorowy Karp,P11,Góra lodowa,25%
320,18,Szary Pstrąg,L13,Piraci,25%
320,18,Szary Pstrąg,N13,Piraci,0%
322,29,Zielony Szprot,Q3,Harpie,0%
322,29,Zielony Szprot,Q3,Sztorm,4%
322,29,Zielony Szprot,R5,Kraken,67%
322,29,Zielony Szprot,R6,Góra lodowa,17%
323,115,Turkusowy Karp,H5,Harpie,0%
323,115,Turkusowy Karp,G7,Rekiny,10%
323,115,Turkusowy Karp,G8,Rekiny,4%
323,115,Turkusowy Karp,H12,Piraci,0%
324,101,Kolorowy Halibut,K1,Piraci,37%
324,101,Kolorowy Halibut,K1,Mielizna,4%
324,101,Kolorowy Halibut,K1,Sztorm,37%
326,92,Srebrny Śledź,H5,Harpie,0%
326,92,Srebrny Śledź,I6,Rekiny,15%
326,92,Srebrny Śledź,J7,Syreny,15%
326,92,Srebrny Śledź,L10,Sztorm,0%
326,92,Srebrny Śledź,M11,Kraken,0%
326,92,Srebrny Śledź,M11,Sztorm,25%
327,10,Pomarańczowy Węgorz,P11,Harpie,0%
327,10,Pomarańczowy Węgorz,P11,Góra lodowa,25%
328,63,Brązowy Łosoś,Q12,Harpie,4%
329,8,Pomarańczowy Dorsz,Q12,Harpie,0%
329,8,Pomarańczowy Dorsz,P14,Góra lodowa,5%
329,8,Pomarańczowy Dorsz,Q15,Mielizna,20%
329,8,Pomarańczowy Dorsz,P14,Góra lodowa,5%
329,8,Pomarańczowy Dorsz,P14,Rekiny,5%
330,7,Brunatny Leszcz,Q9,Harpie,5%
330,7,Brunatny Leszcz,P6,Harpie,10%
330,7,Brunatny Leszcz,P5,Harpie,20%
330,7,Brunatny Leszcz,Q3,Harpie,10%
332,25,Biały Szczupak,K12,Góra lodowa,10%
332,25,Biały Szczupak,L12,Sztorm,5%
332,25,Biały Szczupak,M11,Harpie,20%
332,25,Biały Szczupak,M11,Kraken,60%
334,42,Fioletowy Jesiotr,O2,Piraci,0%
335,117,Czerwony Szczupak,O2,Harpie,10%
336,59,Złoty Szczupak,Q1,Rekiny,5%
336,59,Złoty Szczupak,Q2,Piraci,0%
339,95,Zielony Mintaj,H4,Sztorm,45%
339,95,Zielony Mintaj,J3,Piraci,30%
340,108,Biały Węgorz,G6,Sztorm,7%
340,108,Biały Węgorz,H7,Harpie,14%
340,108,Biały Węgorz,H7,Rekiny,0%
340,108,Biały Węgorz,G6,Rekiny,7%
341,91,Czarny Śledź,H4,Harpie,5%
341,91,Czarny Śledź,L7,Mielizna,25%
341,91,Czarny Śledź,L7,Góra lodowa,10%
341,91,Czarny Śledź,L8,Góra lodowa,10%
341,91,Czarny Śledź,O11,Harpie,5%
342,51,Szary Węgorz,O10,Harpie,0%
342,51,Szary Węgorz,M10,Piraci,0%
343,33,Niebieski Śledź,P11,Harpie,10%
343,33,Niebieski Śledź,N12,Harpie,15%
343,33,Niebieski Śledź,N13,Rekiny,10%
343,33,Niebieski Śledź,L13,Rekiny,0%
343,33,Niebieski Śledź,K13,Harpie,10%
343,33,Niebieski Śledź,J14,Harpie,5%
345,100,Czarny Szprot,P12,Rekiny,0%
345,100,Czarny Szprot,N13,Piraci,14%
345,100,Czarny Szprot,N13,Sztorm,10%
345,100,Czarny Szprot,M13,Sztorm,14%
345,100,Czarny Szprot,L13,Piraci,0%
345,100,Czarny Szprot,K14,Piraci,7%
345,100,Czarny Szprot,K14,Harpie,0%
346,119,Szary Halibut,J14,Góra lodowa,17%
346,119,Szary Halibut,K13,Góra lodowa,14%
346,119,Szary Halibut,N11,Rekiny,0%
346,119,Szary Halibut,O11,Piraci,0%
346,119,Szary Halibut,P11,Harpie,0%
347,69,Kolorowy Leszcz,I15,Sztorm,10%
347,69,Kolorowy Leszcz,H15,Sztorm,20%
349,99,Czarny Pstrąg,Q3,Sztorm,47%
349,99,Czarny Pstrąg,O6,Harpie,14%
349,99,Czarny Pstrąg,K14,Mielizna,14%
350,30,Brunatny Pstrąg,P4,Mielizna,20%
350,30,Brunatny Pstrąg,P6,Piraci,10%
350,30,Brunatny Pstrąg,P4,Mielizna,50%
351,109,Biały Szprot,E5,Harpie,20%
352,14,Barwny Łosoś,G7,Góra lodowa,5%
352,14,Barwny Łosoś,G8,Harpie,5%
352,14,Barwny Łosoś,H9,Góra lodowa,15%
352,14,Barwny Łosoś,I11,Sztorm,10%
352,14,Barwny Łosoś,I13,Harpie,10%
353,96,Brunatny Szprot,O14,Piraci,17%
353,96,Brunatny Szprot,O14,Sztorm,0%
353,96,Brunatny Szprot,O15,Sztorm,7%
353,96,Brunatny Szprot,P12,Góra lodowa,20%
354,98,Brunatny Jesiotr,P11,Harpie,0%
354,98,Brunatny Jesiotr,M11,Piraci,30%
354,98,Brunatny Jesiotr,L11,Kraken,20%
354,98,Brunatny Jesiotr,M11,Kraken,27%
354,98,Brunatny Jesiotr,M11,Rekiny,0%
354,98,Brunatny Jesiotr,M11,Sztorm,10%
354,98,Brunatny Jesiotr,N11,Smok,4%
354,98,Brunatny Jesiotr,N11,Sztorm,4%
355,15,Tęczowy Łosoś,Q9,Mielizna,10%
355,15,Tęczowy Łosoś,Q9,Sztorm,0%
355,15,Tęczowy Łosoś,Q8,Mielizna,4%
355,15,Tęczowy Łosoś,R8,Mielizna,7%
355,15,Tęczowy Łosoś,Q9,Smok,7%
355,15,Tęczowy Łosoś,P10,Rekiny,0%
355,15,Tęczowy Łosoś,P10,Sztorm,44%
356,113,Fioletowy Pstrąg,J14,Harpie,10%
356,113,Fioletowy Pstrąg,M13,Sztorm,0%
358,120,Zielony Leszcz,J12,Harpie,5%
358,120,Zielony Leszcz,I10,Harpie,10%
360,118,Szary Dorsz,H7,Kraken,7%
360,118,Szary Dorsz,H9,Harpie,4%
360,118,Szary Dorsz,H10,Piraci,10%
360,118,Szary Dorsz,H10,Harpie,7%
360,118,Szary Dorsz,H11,Harpie,7%
360,118,Szary Dorsz,H11,Góra lodowa,17%
361,62,Pomarańczowy Morszczuk,E4,Sztorm,0%
361,62,Pomarańczowy Morszczuk,E3,Harpie,0%
361,62,Pomarańczowy Morszczuk,E3,Mielizna,7%
361,62,Pomarańczowy Morszczuk,E3,Syreny,0%
361,62,Pomarańczowy Morszczuk,D2,Mielizna,17%
361,62,Pomarańczowy Morszczuk,D2,Sztorm,0%
361,62,Pomarańczowy Morszczuk,F4,Rekiny,0%
362,37,Niebieski Węgorz,Q12,Harpie,0%
362,37,Niebieski Węgorz,Q13,Piraci,27%
362,37,Niebieski Węgorz,Q15,Piraci,7%
362,37,Niebieski Węgorz,Q14,Piraci,0%
363,111,Pomarańczowy Szprot,P8,Mielizna,20%
363,111,Pomarańczowy Szprot,P7,Harpie,0%
363,111,Pomarańczowy Szprot,P7,Mielizna,7%
363,111,Pomarańczowy Szprot,Q7,Góra lodowa,10%
363,111,Pomarańczowy Szprot,Q9,Mielizna,10%
364,105,Brunatny Szczupak,P11,Harpie,0%
364,105,Brunatny Szczupak,O12,Piraci,0%
364,105,Brunatny Szczupak,M13,Piraci,37%
364,105,Brunatny Szczupak,M13,Góra lodowa,10%
366,49,Barwny Jesiotr,O2,Sztorm,0%
366,49,Barwny Jesiotr,O3,Mielizna,24%
366,49,Barwny Jesiotr,K4,Kraken,30%
366,49,Barwny Jesiotr,J4,Kraken,20%
367,121,Barwny Szczupak,Q3,Sztorm,0%
367,121,Barwny Szczupak,P4,Piraci,20%
367,121,Barwny Szczupak,P4,Mielizna,10%
367,121,Barwny Szczupak,P4,Sztorm,7%
367,121,Barwny Szczupak,J13,Sztorm,7%
368,46,Zielony Halibut,Q4,Piraci,65%
368,46,Zielony Halibut,Q4,Sztorm,10%
368,46,Zielony Halibut,P6,Harpie,5%
368,46,Zielony Halibut,P7,Harpie,0%
369,79,Tęczowy Sandacz,G8,Kraken,67%
370,110,Brunatny Węgorz,I3,Mielizna,7%
370,110,Brunatny Węgorz,K3,Piraci,14%
372,57,Tęczowy Szczupak,M10,Piraci,47%
374,102,Czerwony Mintaj,K13,Smok,10%
374,102,Czerwony Mintaj,L12,Piraci,7%
374,102,Czerwony Mintaj,M11,Harpie,7%
374,102,Czerwony Mintaj,M11,Kraken,14%
374,102,Czerwony Mintaj,M11,Rekiny,4%
374,102,Czerwony Mintaj,M10,Rekiny,7%
374,102,Czerwony Mintaj,N9,Harpie,0%
374,102,Czerwony Mintaj,O7,Mielizna,4%
374,102,Czerwony Mintaj,O6,Piraci,0%
374,102,Czerwony Mintaj,Q3,Piraci,0%
375,85,Purpurowy Halibut,Q7,Sztorm,0%
375,85,Purpurowy Halibut,P8,Rekiny,4%
375,85,Purpurowy Halibut,P9,Harpie,0%
375,85,Purpurowy Halibut,P9,Mielizna,4%
375,85,Purpurowy Halibut,P10,Rekiny,7%
376,106,Niebieski Morszczuk,P5,Sztorm,4%
376,106,Niebieski Morszczuk,O5,Piraci,7%
376,106,Niebieski Morszczuk,O3,Harpie,0%
377,32,Srebrny Szprot,H5,Rekiny,4%
377,32,Srebrny Szprot,H5,Sztorm,0%
377,32,Srebrny Szprot,H6,Piraci,0%
377,32,Srebrny Szprot,I7,Harpie,0%
377,32,Srebrny Szprot,J7,Sztorm,0%
377,32,Srebrny Szprot,J8,Ogień,17%
377,32,Srebrny Szprot,K8,Piraci,14%
377,32,Srebrny Szprot,N10,Mielizna,7%
378,101,Kolorowy Halibut,J5,Kraken,14%
378,101,Kolorowy Halibut,J6,Rekiny,0%
378,101,Kolorowy Halibut,K6,Syreny,37%
378,101,Kolorowy Halibut,L7,Syreny,0%
378,101,Kolorowy Halibut,L8,Sztorm,0%
378,101,Kolorowy Halibut,O10,Sztorm,7%
379,23,Czerwony Karp,C4,Mielizna,15%
379,23,Czerwony Karp,C4,Sztorm,10%
379,23,Czerwony Karp,F4,Sztorm,0%
381,124,Biały Okoń,R14,Sztorm,10%
381,124,Biały Okoń,R13,Sztorm,7%
382,63,Brązowy Łosoś,Q12,Piraci,27%
382,63,Brązowy Łosoś,P13,Góra lodowa,10%
384,25,Biały Szczupak,Q8,Góra lodowa,20%
384,25,Biały Szczupak,Q7,Harpie,0%
385,84,Barwny Śledź,J13,Harpie,0%
385,84,Barwny Śledź,J13,Sztorm,30%
385,84,Barwny Śledź,J10,Ogień,15%
386,112,Turkusowy Śledź,N3,Harpie,7%
386,112,Turkusowy Śledź,M3,Piraci,0%
386,112,Turkusowy Śledź,L4,Kraken,0%
386,112,Turkusowy Śledź,M4,Piraci,0%
386,112,Turkusowy Śledź,O2,Harpie,4%
387,29,Zielony Szprot,R5,Kraken,40%
387,29,Zielony Szprot,Q3,Harpie,0%
388,125,Pomarańczowy Dorsz,N2,Rekiny,0%
388,125,Pomarańczowy Dorsz,M2,Harpie,0%
388,125,Pomarańczowy Dorsz,M2,Sztorm,17%
388,125,Pomarańczowy Dorsz,L2,Mielizna,4%
388,125,Pomarańczowy Dorsz,L2,Piraci,17%
388,125,Pomarańczowy Dorsz,L2,Mielizna,7%
388,125,Pomarańczowy Dorsz,L2,Rekiny,10%
389,114,Pomarańczowy Szczupak,P4,Sztorm,15%
391,37,Niebieski Węgorz,P8,Harpie,7%
393,91,Czarny Śledź,P10,Harpie,0%
393,91,Czarny Śledź,P8,Mielizna,50%
393,91,Czarny Śledź,P5,Mielizna,5%
394,51,Szary Węgorz,R13,Piraci,20%
394,51,Szary Węgorz,S16,Piraci,17%
394,51,Szary Węgorz,R14,Piraci,0%
394,51,Szary Węgorz,Q12,Góra lodowa,14%
395,126,Purpurowy Sandacz,H11,Kraken,7%
395,126,Purpurowy Sandacz,H12,Rekiny,0%
395,126,Purpurowy Sandacz,H12,Sztorm,0%
395,126,Purpurowy Sandacz,I13,Rekiny,0%
